کد,عنوان,تلفن,آدرس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100174,سوپر مارکت پانیز- 10388,22239868,شریعتی-قیطریه-خیابان واعظی-خیابان كریمی-خیابان عباسی-پ41_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100175,سوپر یاس قیطریه- 10709,22239990,بلواراندرزگوخ سلیمی شمالی نبش بن بست غنچه پ113_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100235,سوپر مارکت سناتور- 10642,22392163--4,خیابان فیاضی (فرشته)-خیابان آقابزرگی-تقاطع اكبری-پلاک36_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100236,سوپر مارکت صدف- 10280,22394236  & 22696127,میدان تجریش-خیابان دربندی-پلاک 34..م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100237,سوپر مارکت بلوط- 10737,22394560,میدان تــجــریش-خیابان دربـنــدی(مقصود بیك)- پــلاك 1 م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100238,هانا مارکت- 10752,22398673,قیطریه-بلوار اندرزگو-جنب شیرنی فروشی-پلاك62..م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100239,هانا مارکت- 10299,22398673&22398667&,فرمانیه-بلواراندرزگو -روبروی بانک پاسارگاد-پلاک62..م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100240,سوپر مارکت دریانی اوین- 10169,22400790,اتوبان چمران-اوین-خیابان كچوئی-پلاک28_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100241,سوپر مارکت امیر- 10414,22400808,اتوبان چمران میدان  اوین خیابان اعرابی جنب نانوایی پلاك14.م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100242,سوپر باغ گیلاس(حسین سلمانی)- 10237,22401020,ولنجك بلواردانشجوروبروی خوابگاه پسران بن بست باغ_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100243,سوپر باباخانی ولنجک- 10694,22401412,م دانشگاه خ دركه نبش ك رضافكری_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100244,سوپر برادران محمد حسینی- 10347,22407554,دركه-روبروی ایستگاه_پ 7م 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100245,سوپر پروتئین کارا درکه- 10068,22402519,م دركه خ احمدپور پ7/2_م یك ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100246,سوپر شجاعی ولنجک- 10693,22403049,م دانشگاه اول خ دركه پ16_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100247,سوپر مارکت 22- 10062,22403176--09362403176,ولنجك- خیابان 22- پلاك 4_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100248,پروتئین نیک اوین- 10215,22403977,میدان دانشگاه خ دركه جنب نان فانتزی پ56_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100249,سوپر لبنیات درکه- 10066,22403997,م دركه خ اسماعیلی لبنیات دركه پ18 روبروی تافتونی_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100250,سوپر جدید دریانی«مسعویان»- 10168,22405511,اوین خیابان كـچـوئی-خیابان دشت بــهشـت-پلاك 5.. _م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100251,سوپر قائم ولنجک- 10416,22406394,بلواردانشجو یاسمین 5پ12_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100252,سوپر مارکت ستاره - 10483,22407377,زعـــفـــرانیه-خیابـان پــسیان-خیابـان سینایی _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100253,سوپر مارکت برادران- 10747,22407554,میدان دركـه-پـلاك 7...م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100254,سوپر مارکت توچال درکه- 10212,22407632,خ اصلی دركه قبل خانه معلم جنب بوستان كوهسار پ13._م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100255,سوپر میثم اوین- 10622,22408050,خ اعرابی نبش بن شجاعیان پ28_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100256,سوپر مارکت ولنجک دریانی- 10202,22408560/22416127 ,ولنجك بلواردانشجو -گلستان دوم-مجتمع تجاری ولنجك -پلاك50 _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100257,سوپر  شفعیی اوین درکه جنوب- 10210,22409258, م بهشتی دانشگاه هشترودی خ بیاضی غربی خ کچوئی پ148_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100258,سوپر مارکت دیبا- 10206,22409408 & 22429412,زعفرانیه-خیابان آصف-خیابان اكبری-خ نوری-روبروی سوپر دلفین_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100259,سوپر مزه اتوبان چمران- 10566,22410435,خروجی یادگار ابتدای خ کچویی خ اعرابی پ14 _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100260,سوپر پرستو م درکه- 10517,22410460,روبه رو ایستگاه اتوبوس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100261,سوپر مارکت گلستان- 10130,22410572,ولیعصر-زعفرانیه-خیابان پسیان شمالی-كوچه اكبری-پلاك 18_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100262,سوپر مارکت دریانی- 10286,22410624& 22170044,زعفرانیه-خیابان اعجازی-خیابان اکبری-سیمین-پلاک47.م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100263,سوپر مارکت درخشش- 10029,22411217,اوین-خیابان كچوئی نرسیده به میدان دانـشـگاه-پـلاك 136 .م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100264,سوپر مارکت احمدی- 10216,22411294,اوین-میدان شهریای-روبرویی دانشگاه شهید بهشتی پلاك 36...م.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100265,سوپر پاسارگادخ زعفرانیه- 10205,22411315,خ زعفرانیه جنب خ اعجازی(آصف)پ24_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100266,سوپر مارکت مسعودیان- 10028,22402354,اوین-خیابان كچوئی بعد مسجد-روبروی بانک سامان-پلاك85 _م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100267,سوپر مارکت ولنجک - 10504,22412763,ولنجك-خ آصف -خ بهزادی(ساسان)-بن بست بهار_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100268,سوپر مارکت ولنجک- 10071,22413972,زعفرانیه میدان اعجازی( آصف)خیابان بهزادی-انتهای خ  بهارپ4_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100269,سوپر 2000دریانی ولنجک- 10418,22414595,خ مقدس اردبیلی خ پسیان نبش اسماعیلی پ48_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100270,مینی سوپر زعفرانیه- 10131,22414810,زعفرانیه نبش آصف_م ..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100271,سوپر کوهساردرکه- 10408,22416841,میدان دركه خ اسماعیلی روبروی خانه سلامت_م یك خرمی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100272,سوپر مارکت صبادریانی- 10692,22417155,خیابان پسیان شمالی-خیابان ماكوئی پورجنوبی نبش تیموریان پ3_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100273,سوپر کمال دریانی- 10070,22417416& 22409581,زعفرانیه- آصف- جنب بانك صادرات- پلاک 29_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100274,سوپر پسیان ولنجک- 10417,22419121,خ مقدس اردبیلی خ پسیان نبش خ اسماعیلی _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100275,سوپر مارکت بزرگ اوین- 10063,22419234,اوین-خیابان كچویی-نبش خیابان آسیاب-روبروی مسجد-پلاك25_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100276,سوپر مارکت یاس- 10193,22419303&22405551--2&,ولنجك خیابان 14-ابتدای خیابان بوستان پلاك 11  _م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100277,سوپرمارکت دلفین- 10129,22419793,ولیعصر-زعفرانیه-خ آصف خ امیری سوری نبش کوچه فرخ پ 54..م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100278,سوپر مارکت داریان- 10201,22419888,ولنجك- بلوار دانشجو- گلستان دوم- مجتمع تجاری ولنجك-پ64_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100279,سوپر یک شریعتی - 10481,22420093/091220550680 ,بالای پل صدرخ سمیاری پ54_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100280,سوپر احسان ولنجک- 10482,22424521,خ18مجتمع خلیج فارس واحد107_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100281,سوپر ایرونی ولنجک- 10225,22424576,خ18مجتمع تجاری خلیج فارس اولین مغازه سمت راست _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100282,سوپر مارکت احمدی- 10387,22425756&22415267&,ولنجك-آخرخیابان22-نبش كوچه گلستان 5 -پلاك 4_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100283,سوپر مارکت زیتون- 10128,22427445--4,ولنجك-خیابان 22-پلاک10_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100284,سوپر مارکت الشن- 10342,22429139,ولنجك-خ بهزادی-خ ماكویی شمال مركزتوانبخشی عمل داخل مجتمع _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100285,سوپر مارکت لوتوس- 10637,22429444,بلواردانشجو-میدان یاسمن-زیر زمین مسجد النبی فروشگاه لوتوس_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100286,بوفه مرکزی دانشگاه بهشتی- 10409,22431789,روبروی دانشكده تربیت بدنی _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100287,سوپر مارکت گل دریانی- 10569,22433901,ولیعصر-خ زعفرانیه-خیابان مقدس اردبیلی-کوچه شاخسار-پلاک31..م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100288,گل مارکت- 10745,22433901--2,زعفرانیه-خیابان مقدس اردبیلی- نرسیده به تقاطع پسیان-پلاك31م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100289,سوپر کوهپایه زعفرانیه- 10587,22436328,سه راه آصف خ شهیدفلاحی خ نیارزاده ک کوهپایه _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100290,سوپر مارکت کوهپایه- 10485,22436331,زعفرانیه -خیابان آصف-خیابان علی حسینی-خیابان كوهپایه-پ36_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100291,سوپر مارکت المهدی- 10378,22437028,زعفرانیه-خ آصف-خ ماكویی پور شمالی-جنب مسجد ولنجك-پلاك84_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100292,سوپر کوهسارولنجک- 10204,22437373,زعفرانیه خ آصف خ علی حسینی بعدكوچه منصور_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100293,سوپر مارکت ستاره چیان- 10518,22437607,زعفرانیه-خ مقدس اردبیلی-خیابان كیهانی-كوچه سینایی-پلاك8.م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100294,سوپر معصومی بلوارارتش- 10705,22440153,بعدشهرك قائم خ ابوذرنبش ابوذرهشتم پ17_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100295,سوپر مارکت تک علیشاهی - 10295,22440946,اتوبان ارتش- شهرک محلاتی -دور میدان-پلاک 5-م.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100296,سوپر مارکت کوهسار- 10240,22441283,اتوبان ارتش-شهرك نفت-بلواركنگان-نبش كنگان2-پلاك 13_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100297,سوپر مهدی شهرک محلاتی- 10149,22442205,شهرك محلاتی فاز1  بسیج شرقی - نبش آزادگان_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100298,سوپر عسل مینی سیتی- 10375,22442397,ازگل خ ازگل بعد تره بار پ144_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100299,سوپر مارکت گلستان علیشاهی- 10384,22443326,ارتش-بلوارشهرك ابوذرجنب داروخانه آتی ساز-روبروی نان بربری_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100300,سوپر مارکت مهرکام- 10281,22444330,شهرک نفت-انتهای بلوار آبادان-نبش سوم شرقی-پلاک43 .م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100301,سوپر مارکت اقدسیه (505)- 10438,22444438, اقدسیه-بلوار اوشان بعدگلزار1-روبروی اداره برق-پلاك 8... _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100302,سوپر محک بلوار اوشان- 10179,22445243,بلوار اوشان خ جنت نبش خ رضوان پ12_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100303,سوپر غفوری بلوارارتش- 10677,22445293,بلواراوشان نبش گلزاراول غربی پ34_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100304,سوپر نوبخت دریانی- 10487,22445512,مینی سیتی شهرك نفت .... دم پ 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100305,سوپر مارکت امین- 10630,22445672,اتوبان ارتش-بلواراوشان-خیابان پیروزشفیعی-پلاک32_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100306,سوپر سبزازگل- 10646,22445683,بیدستان دوم روبروی مدرسه تقوی نیا_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100307,سوپر کندو - 10502,22447068,اتوبان ارتش شهرك محلاتی بلوار بسیج شرقی پ37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100308,سوپر مارکت گلبرگ- 10716,22447936, ارتش _از گل-خ اصلی-ایستگاه مدرسه-نبش بیدستان 2-پلاک 103 م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100309,سوپر قاسم مینی سیتی - 10397,22448274,شهرك ابوذر خ ابوذر روبروی ابوذر چارم پ12_م یك علیشاهی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100310,سوپر مارکت فراهانی- 10448,22448530,مینی سیتی-شهرك البرز-بلوار آبادان-خیابان البرز2-پلاك14 _م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100311,سوپر روزبهانی شهرک دانشگاه- 10639,22448999,مینی سیتی بین سروو یاسمن_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100312,سوپر گلستان مینی سیتی- 10151,22449614,مینی سیتی شهرك محلاتی نبش م فاطمه زهراجنب بانك صادرات_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100313,سوپر گل سرخ مینی سیتی- 10531,22449683,مینی سیتی بلواراوشان خ شفیعی پ66_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100314,سوپر مارکت تهران- 10537,22451625,مینی سیتی-شهرك محلاتی -خیابان نخل-جنب بانك تجارت-پلاك 61/م1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100315,سوپر مارکت برونسی (علیشاهی)- 10146,22451647 &09129168620,اتوبان ارتش-نرسیده به اوشان روبروی سایپا-جنب درمانگاه-پ31_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100316,سوپر توحید مینی سیتی- 10152,22451652,مینی سیتی اول شهرك محلاتی م فاطمی زهراجنب مسجد_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100317,سوپر ستاره آبی شهرک نفت- 10178,22451658,شهرك نفت بلواركنگان خ كنگان6پ46_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100318,سوپر گلستان علیشاهی مینی سیتی- 10386,22451680,مینی سیتی شهرك قائم خ مهرآسا پ 1 م 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100319,سوپر تانیش مینی سیتی- 10155,22452347,مینی سیتی اول شهرك محلاتی جنب مسجدپ8_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100320,سوپر کاملیا مینی سیتی- 10399,22452529,فاز 1 خیابان بوستان جنوبی جنب كوچه كاملیا پلاك19_م1كافی ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100321,سوپر گلپر ازگل- 10406,22452548,خ گلچین خ گلشن شرقی خ گلشهر پ5_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100322,سوپر برج اقدسیه ارتش- 10689,22452709,بلواراوشان زیربرج اقدسیه_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100323,سوپر مائده مینی سیتی- 10493,22452908,محلاتی م صاحب الزمان روبه رو تره بار ایثار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100324,سوپر مارکت کوهستان- 10676,22453532,اتوبان ارتش-سوهانك-بالای كمیته امداد-جنب نان سنگكی_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100325,سوپر طاق کسری اتوبان ارتش- 10527,22454445,انتهای بلوار اوشان جنب بیمارستان 505 شهرك پرواز داخل مجتمع ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100326,سوپر تک ازگل- 10530,22454606,ازگل خ ازگل حد فاصل م ازگل وتره بار_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100327,سوپر پسرخاله مینی سیتی - 10446,22454612,محلاتی فاز 3پاساژ لاله ها_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100328,سوپر ولیعصر مینی سیتی- 10398,22455625,شهرك قائم فاز1بوستان جنوبی خ سنبل16جنب مسجد_م1نورافكن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100329,سوپر مارکت سن سون - 10465,22456083,شهرك محلاتی-فاز2مخابرات-میدان شقایق-زیرمجتمع شقایق-پلاک16_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100330,سوپر طاهری مینی سیتی- 10503,22456098,شهرك قائم فاز2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100331,سوپر برادران دشتی- 10451,22456106,اتوبان ارتش-ابتدای شهرك قائم-جنب كلانتری 164-پلاک21_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100332,سوپر مارکت مهدی- 10463,22457380,شهرك قائم -بوستان شمالی-بین فلز 1و2پلاك 36_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100333,سوپر مارکت قائم- 10017,22457387,اتوبان ارتش-شهرك قائم-انتهای فاز یكم_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100334,سوپر امینی مینی سیتی- 10353,22457788,شهرك محلاتی فاز3بلوارشاهدمجتمع تجاری ارم پ14_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100335,سوپر مارکت هادی- 10380,22458347,مینی سیتی-شهرك نفت-خیابان آبادان-خیابان لاوان-پلاك3_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100336,سوپر مارکت امیر مینی سیتی - 10501,22458815,خیابان امام علی فاز 3زیر مسجد امیرالمومنین مركز خرید امیر م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100337,سوپر خلیج فارس مینی سیتی- 10383,22460757,شهرك محلاتی فاز3بلوارشاهدم امام علی مركزخریدلاله ط2پ58_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100338,سوپر کوهستان مینی سیتی- 10379,22461056,شهرك قائم آخرفلز2روبروی كوچه آفتابگردان پ110_ م1 صبوری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100339,سوپر مارکت محمدی- 10568,22464043&22194063&_22466858, ارتش-بلوار اوشان-خیابان شفیعی-انتهای خیابان رضوان-پلاك30_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100340,سوپر مارکت  گلستان- 10156,22464509,اتوبان ارتش-شهرك نفت-خیابان آبادان-خیابان كیش-پلاك 6_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100341,سوپر مارکت نمونه گلچین- 10288,22464625,ازگل-خیابان گلچینی شمالی-پلاک 39.م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100342,سوپر مارکت پپسی - 10351,22465175/09125965572 ,شهرك قائم فاز1خیابان سوسن بازارچه تك پلاك 23_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100343,سوپر مارکت گلستان- 10738,22466151&22466154&,شهرك نفت-بلوار آبادان-روبروی بـوسـتان مــادر-پلاك29-م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100344,سوپر مارکت احسان- 10269,22466494,شهرک قائم- خیابان خدادادی-پلاک 68.م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100345,سوپر احسان مینی سیتی- 10554,22466618,شهرك قائم نبش ك یاسمن پ66/م1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100346,سوپر مهدی شهریاری ازگل- 10148,22467364,ازگل خ ازگل جنب مسجد جلو الكتریكی_م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100347,سوپر تندیس مینی سیتی- 10376,22467368,ازگل خ ازگل حدفاصل مسجد ومیدان ازگل پ37_م یك ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100348,سوپر الغدیرشهرک محلاتی- 10680,22467374,فاز2جنب درب مردانه مسجدالزهرا_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100349,سوپر مارکت قاصدک- 10110,22467407,اتوبان ارتش-ابتدای شهرک دانشگاه-جنب مسجدحضرت فاطمه-م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30100350,سوپر آیلین شهرک قائم- 10173,22468017,شهرك قائم میدان عقاب _م یك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
